mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,BMajor_count,Dminor_count,D#_Ebminor_count,Gminor_count,A#/BbMajor_count,F#/GbMajor_count,Bminor_count
INFP,NF,infp-t,5ofUmOTqwHBNJhhADKD9xD,50,0.62328,0.146806834,0.54248,0.142532523,-7.1527,2.404476745,0.46,0.503457434,0.157302,0.116412706,0.3656636,0.242330565,0.160388,0.095918536,0.466568,0.177764074,109.95376,31.75166464,0.000439855,0.002369644,4,2,6,10,3,0,1,1,4,1,2,4,2,1,2,0,1,0,1,3,1,1,0,0
INFP,NF,Infp❤️,3XRGSMeXyanO6ZZMDOSCCb,50,0.5586,0.159422043,0.5219,0.231144645,-9.71108,4.214288372,0.62,0.490314351,0.046894,0.03448474,0.360212951,0.320460201,0.159758,0.08791625,0.503502,0.23940594,123.46792,32.27108704,0.242860525,0.319275324,2,2,1,0,3,0,1,2,4,5,2,2,2,1,3,10,1,2,1,1,0,1,3,1
INFP,NF,infp friendly,4AyQ48NCsvguZgUDKFrGYr,18,0.515388889,0.113005018,0.565222222,0.204231286,-9.165055556,3.31811838,0.833333333,0.383482494,0.0339,0.009236437,0.308619944,0.322366866,0.119866667,0.047821531,0.428377778,0.236359456,126.4956111,31.033249,0.139686739,0.259383937,1,3,0,0,4,0,0,1,0,1,0,3,1,0,0,0,0,1,0,0,0,2,0,1
INFP,NF,INFP-T,1WuT2b8ntbzZgZl3lO2Kag,45,0.501955556,0.184578876,0.592266667,0.197100851,-7.745177778,2.877695592,0.555555556,0.502518908,0.060068889,0.052697619,0.238877111,0.28103583,0.199364444,0.162059829,0.354993333,0.204733944,118.5821333,31.96266282,0.163963204,0.284709538,4,2,1,2,1,1,2,3,0,2,2,3,1,2,0,3,0,1,3,0,2,3,2,5
INFP,NF,infp songs ✧･ﾟ,55xTN7jGMBst4EAVyefi1P,50,0.57202,0.142812634,0.67018,0.188147542,-6.60386,3.020797104,0.62,0.490314351,0.056884,0.034120341,0.20566924,0.229461996,0.146978,0.092269601,0.42875,0.19040477,121.72362,27.64470812,0.048416886,0.15892001,4,7,2,5,6,0,1,2,1,3,2,0,0,0,1,3,2,2,2,1,1,1,2,2
INFP,NF,my infp kpop playlist!<3🍂,2IormHTxisfZer4FgESUPL,50,0.64308,0.100836064,0.77412,0.109197376,-4.03252,1.004944251,0.34,0.478518121,0.062562,0.050024651,0.1911402,0.181786424,0.162182,0.113042345,0.52786,0.164129492,118.22182,23.57349973,0.000513612,0.003181418,1,0,3,0,1,0,1,1,4,2,6,5,2,2,3,3,0,1,3,2,3,1,1,5
INFP,NF,infp's headphones,5J7AJdJXsAvrxxiLIt9l50,50,0.51998,0.129944335,0.56476,0.23237984,-8.34566,3.927654187,0.64,0.484873221,0.046638,0.026214289,0.317623862,0.30430982,0.1404,0.082464808,0.418156,0.201579498,126.54486,29.41303568,0.052888499,0.156311577,1,4,0,0,4,1,5,2,2,4,0,2,0,4,2,6,0,2,3,1,3,2,1,1
INFP,NF,infp,0MtvUFcQsMAdkwp8WnLTGV,18,0.632777778,0.108265227,0.587,0.182887944,-8.826944444,4.018674854,0.5,0.514495755,0.128627778,0.101704369,0.273337222,0.304403074,0.125994444,0.08376341,0.444527778,0.254035805,124.0502222,23.41131111,0.297763777,0.407846473,1,1,2,1,2,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1
INFP,NF,Infp,1qFTF11rIEbVYAXdWCqPQv,50,0.49338,0.151984141,0.50176,0.19729172,-8.79726,3.377526959,0.66,0.478518121,0.047162,0.032401064,0.42024546,0.313608589,0.14123,0.067045913,0.30924,0.17091931,117.6008,30.76212456,0.174938918,0.293613332,2,5,0,0,2,1,4,3,3,4,3,4,3,4,0,4,2,2,0,0,0,2,2,0
INFP,NF,INFP,3L8HGHLoqODKVqL5vmX8G0,50,0.5177,0.12960824,0.37066,0.201878689,-11.87172,2.988678932,0.9,0.303045763,0.037574,0.01181341,0.6447225,0.296953974,0.149802,0.110300446,0.328658,0.215545302,115.6834,30.68184845,0.173771903,0.296404705,1,11,0,4,7,1,1,2,0,1,1,7,0,0,1,3,0,2,0,0,0,3,4,1
INFP,NF,INFPの世界,6SQioAgS85nbXjFS09M2wW,43,0.504534884,0.089858447,0.488953488,0.140495883,-7.09927907,1.889789171,0.697674419,0.464700811,0.037925581,0.019502467,0.47926836,0.304017645,0.134195349,0.072237426,0.318581395,0.138679355,122.1844419,31.0817367,0.003833305,0.024695757,1,4,0,0,3,2,0,3,2,3,1,4,0,5,2,0,5,4,2,0,0,0,2,0
INFP,NF,infp 🐝,1MWQllyovZmss9L77Kiteo,50,0.62442,0.129698251,0.463426,0.218591544,-9.773,3.641162003,0.56,0.501426536,0.108138,0.118629072,0.41072606,0.298274008,0.183408,0.139488007,0.428154,0.200887465,116.76096,29.96364237,0.147696655,0.268169594,1,2,1,3,5,2,2,5,2,2,1,4,2,2,4,2,3,1,1,2,1,0,0,2
INFP,NF,infp,0ZWYTr2E26PFIhwB89BbbB,50,0.71244,0.109005179,0.59366,0.117605118,-7.396,1.941929358,0.6,0.494871659,0.171924,0.105368523,0.1486278,0.204788345,0.159798,0.086870423,0.407902,0.208667159,120.88034,27.83489787,0.000859248,0.004107351,0,1,2,8,6,0,0,2,4,2,3,3,3,3,0,1,5,1,1,0,0,0,3,2
INFP,NF,INFP Playlist (Voiyen),16FT3JhEI4K4O3giNqaoXc,36,0.609888889,0.139398048,0.534111111,0.218776308,-7.64625,3.692285969,0.722222222,0.454256763,0.059758333,0.052206849,0.359395,0.322600704,0.139441667,0.104478923,0.436375,0.215488486,120.6151944,33.99884327,0.007077076,0.036520254,1,6,1,3,0,1,1,2,1,0,1,1,0,2,2,1,1,5,0,0,0,4,1,2
INFP,NF,it’s giving INFP,7o91DN47StvleUX2134B8H,50,0.52772,0.126942063,0.5949,0.186048079,-7.65062,2.609953115,0.44,0.501426536,0.059638,0.065515824,0.28960878,0.327566448,0.171816,0.145243515,0.41096,0.204883537,118.52618,25.50547379,0.098457646,0.202970086,4,3,2,1,3,0,3,0,1,4,6,3,1,1,1,2,2,1,3,1,0,2,2,4
INFP,NF,INFP 🧸,1v9AWKhxmKgxTp2sVqkDHJ,50,0.58918,0.150767383,0.488774,0.216818919,-9.5935,4.631726131,0.78,0.418451958,0.0546,0.038385738,0.3651388,0.341839372,0.179658,0.160681656,0.396636,0.209550115,119.21942,31.55203206,0.098997493,0.216212362,3,6,0,4,4,2,1,0,1,3,2,4,0,1,1,8,0,1,0,0,1,5,1,2
INFP,NF,Infp,5AxhG1hv4G1j1fAO1zO6La,39,0.559641026,0.131201028,0.626461538,0.141181266,-7.575666667,2.384211095,0.564102564,0.502356122,0.046371795,0.027601535,0.184936923,0.208585919,0.169746154,0.114855545,0.447451282,0.19651049,116.8320513,33.65576019,0.068605341,0.18864297,1,1,0,3,1,1,5,0,2,3,2,1,0,3,3,2,0,2,0,0,2,2,3,2
INFP,NF,😶 INFP?,5xQxFCfO51Q5DCXy38lLoj,50,0.61126,0.147762193,0.536848,0.215785901,-9.28776,3.256430063,0.5,0.505076272,0.054858,0.057343039,0.406523151,0.334329302,0.147012,0.102661017,0.448128,0.241225032,113.47456,24.94194928,0.127751104,0.240944835,3,3,2,3,2,1,4,3,2,2,2,2,0,2,4,0,1,4,0,1,2,1,2,4
INFP,NF,INFP,6ig6IyNp8g65X3YEwN73AA,50,0.6188,0.138088111,0.58874,0.18692548,-6.96192,2.69301021,0.76,0.431419111,0.04693,0.019822573,0.3525238,0.298205354,0.156768,0.122376331,0.51774,0.213883318,120.33514,29.55445644,0.000624419,0.002182649,0,6,1,4,7,2,2,3,2,2,2,4,0,2,1,2,1,4,0,0,2,2,0,1
INFP,NF,INFP,5PEj1g6gJ4lXLj6ZIsjoBs,50,0.60472,0.11425804,0.51316,0.171115948,-8.82158,2.664013621,0.84,0.37032804,0.034168,0.010437519,0.481588,0.295440114,0.161682,0.118007135,0.454014,0.205475163,118.76296,28.32653487,0.120140006,0.253224044,0,6,0,3,5,1,1,6,1,2,2,6,0,3,1,2,0,0,1,1,0,4,4,1
INFP,NF,My Vibe (Infp),11kOP18NRtGIC2p6Xs2X7j,50,0.55774,0.144059768,0.59726,0.175254428,-8.03948,3.760069188,0.62,0.490314351,0.056664,0.044254172,0.208206168,0.279850427,0.160874,0.108507146,0.397196,0.201084852,129.59908,29.71322696,0.106105515,0.227607065,1,3,1,3,3,2,1,3,1,2,2,3,2,4,3,3,1,1,1,0,1,3,1,5
INFP,NF,INFP,4oajfCjLwYzhrsz1XR18Qh,50,0.55934,0.142255678,0.537894,0.224480585,-8.7872,4.568193713,0.78,0.418451958,0.064416,0.077168367,0.35269014,0.334564949,0.180168,0.101639604,0.448464,0.23851246,124.18528,29.70515542,0.048859873,0.137755918,2,9,0,3,1,2,0,4,2,4,0,3,1,3,1,5,0,0,1,0,2,3,2,2
INFP,NF,infp,4s11ztYhWqsYheprtrThTS,21,0.401,0.148551675,0.541571429,0.286400344,-9.679857143,4.132782033,0.666666667,0.483045892,0.0533,0.040997476,0.37031001,0.333991682,0.202380952,0.159890024,0.287980952,0.177416055,112.2418571,30.2006253,0.27049015,0.340675227,3,2,0,0,1,0,2,0,0,2,0,2,0,2,0,3,0,0,2,0,0,1,1,0
INFP,NF,infp songs,3EQIhltnsVmxJoUtPe0H80,50,0.57868,0.138474258,0.6178,0.210468864,-6.81402,2.900772286,0.7,0.46291005,0.05798,0.042443663,0.298968502,0.277633591,0.132406,0.083313691,0.421096,0.199535899,123.37244,24.12640225,0.050685732,0.161626876,1,6,1,6,7,1,5,1,3,2,2,2,0,2,1,6,0,0,1,1,0,2,0,0
INFP,NF,infp♡,6MGirJLPYzTYfSC3L5pFbp,50,0.53156,0.117781562,0.45186,0.168783645,-7.37202,2.307484013,0.82,0.388087934,0.04311,0.041683493,0.567364,0.286243899,0.144772,0.068846958,0.330262,0.171095842,115.09076,28.2009402,0.093869126,0.242720339,2,3,1,1,3,1,0,2,2,1,1,7,0,3,1,8,0,5,0,1,0,3,4,1
INFP,NF,INFP-T 2023,4VboINdxqsSUntHWCoDQKZ,38,0.695868421,0.133715545,0.627052632,0.162244218,-6.731078947,2.458851626,0.736842105,0.44625835,0.106657895,0.113240855,0.263788158,0.217427105,0.165289474,0.086610538,0.533052632,0.188295046,118.4486842,25.6086335,0.001579524,0.007637398,0,3,1,2,2,0,2,0,1,2,0,7,0,4,1,3,0,3,1,0,2,1,1,2
INFP,NF,infp,2hxZZNfRaP9QEX7Dp2g0EV,20,0.5574,0.115639367,0.54,0.17689783,-7.84355,1.916526668,0.8,0.410391341,0.035015,0.012411254,0.46264,0.283162623,0.13061,0.059105721,0.38185,0.171937649,130.07035,33.59702458,0.043818058,0.13062709,0,2,1,1,2,1,0,2,0,1,1,4,0,0,1,1,1,0,0,0,0,1,1,0
